Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Gross_Spend,Revenue,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Baseline_Year,Target_Year,Target_Reduction_Percentage,Interim_Target_Reduction_Percentage,Industry_Baseline_Year,Industry_Target_Year,Industry_Reduction_Percentage,Industry_Emission_Factor,Spend_Based_Emission_Factor,Revenue_Based_Emission_Intensity
SUP-0029,Electronics Supplier 029,Electronics,2018,7389735.38,15576279.16,5094.1022,805.5896,589.8741,3515.8159,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2019,7998130.47,20982212.65,,1526.4353,1285.1177,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2020,8850594.09,16976255.18,7111.9226,1346.8754,841.0339,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2021,,15701122.77,7806.1462,1125.9434,680.4715,5918.9881,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2022,10735324.62,17891219.27,8815.3455,2200.1079,562.1197,6247.8568,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2023,9916718.63,19316584.35,6359.6148,1621.7724,529.0767,3991.6295,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0029,Electronics Supplier 029,Electronics,2024,,22555584.41,7133.4316,,,3970.456,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0030,Agriculture Supplier 030,Agriculture,2015,18042216.18,49266314.91,18618.9736,1985.1114,1793.6787,14543.0933,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2016,22578638.85,41236194.13,,2960.9936,,17662.4052,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2017,18821922.29,45571417.69,,1999.4976,,15380.2292,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2018,17604052.46,41094897.79,17540.1807,2406.9579,1589.7554,12163.9124,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2019,18552289.48,32361808.01,15767.6924,3316.0194,2705.7497,,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2020,18107831.32,42460244.17,14091.3784,3068.9473,1247.4139,,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2021,18521817.66,41139054.04,12515.5413,1883.1315,987.5268,9237.4876,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2022,18301815.5,,16368.1946,2767.2346,3056.3617,10327.3154,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2023,16524050.92,38785997.23,11440.1404,1061.0448,1889.3486,9204.3145,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0030,Agriculture Supplier 030,Agriculture,2024,15915540.15,,,2203.8091,1657.8494,,,,,,2018,,,529.8294,0.00091413,0.00096913
SUP-0031,Professional Supplier 031,Professional Services,2015,3004016.47,17756360.63,,56.34,53.2193,235.0708,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2016,2925851.7,19805434.09,311.4812,74.031,40.4403,206.2032,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2017,,,421.4287,,34.0029,270.3779,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2018,,19981018.46,407.9021,,61.1513,,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2019,3930606.99,21069740.0,,33.2566,58.4651,269.274,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2020,3704725.04,24951207.08,,100.3826,85.9776,235.2155,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2021,,28762451.83,,110.5688,80.527,306.346,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2022,4332340.83,26558230.44,668.5623,67.8244,90.0718,513.3864,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2023,3549332.96,36501902.74,408.8853,,60.6548,307.5884,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0031,Professional Supplier 031,Professional Services,2024,4199829.89,25452946.39,478.731,128.1063,68.4752,322.0936,2020.0,2040.0,0.6432,0.4028,2020,,,400.0326,0.00012906,0.00019658
SUP-0032,Agriculture Supplier 032,Agriculture,2015,10872755.8,52395202.39,13285.48,2992.7717,1832.3549,7796.869,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2016,9327629.82,65566595.0,12907.0205,1437.1944,2051.5138,8698.0442,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2017,12267486.34,,,,1412.7172,10176.5553,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2018,11230768.86,69383233.51,12826.0723,2326.8859,2073.1539,8546.968,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2019,12143317.88,69591023.87,10332.4968,1038.5054,884.1234,8114.8356,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2020,,66636943.0,13116.4,,2856.916,8866.3423,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2021,13170726.16,65425815.79,,4190.0397,2595.8726,9169.6808,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2022,11860767.79,63374990.44,11463.3467,903.8562,,7850.6146,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2023,14264907.33,97294125.38,,3078.8655,,8420.7435,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0032,Agriculture Supplier 032,Agriculture,2024,15593002.96,95127801.88,,,2269.1156,9169.4448,2018.0,2035.0,0.4241,0.1876,2018,,,529.8294,0.00091413,0.00096913
SUP-0033,Metals Supplier 033,Metals,2015,19083137.56,,24472.9615,2910.8656,4352.0542,16870.851,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2016,22294928.02,72203836.09,28571.4715,5896.7532,5989.0627,15520.792,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2017,20920413.66,59301650.88,22786.0949,,,,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2018,,76412420.56,,7500.1526,5502.6851,,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2019,24549986.14,84896630.6,,5299.6861,4204.0294,22389.4534,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2020,27062854.78,103828985.54,28096.8108,5528.0715,5404.5672,17768.2607,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2021,30418777.94,96324971.34,31208.1641,3788.1208,,21623.5447,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2022,23529805.34,119383452.84,19616.2422,,1477.4595,12511.5613,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2023,28512699.68,131503386.24,26841.4322,7563.7242,6354.0839,14655.4683,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0033,Metals Supplier 033,Metals,2024,37962429.31,112049870.81,36124.2244,,6049.4667,25776.7657,2021.0,2030.0,0.3204,0.1259,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0034,Logistics Supplier 034,Logistics,2015,7350895.27,24520226.74,2843.0809,581.3438,437.6761,1805.5133,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2016,8737207.23,24996443.11,2755.9862,761.5393,451.0303,1612.984,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2017,8270444.82,22747244.25,2839.0455,838.0844,518.8837,,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2018,7276447.46,20556293.54,,263.9632,233.8084,1996.1602,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2019,7747474.68,22284370.32,,317.6731,154.4324,,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2020,8548850.56,21620277.81,2616.4397,270.2465,395.2688,1964.9596,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2021,9136813.65,23807349.15,3048.8328,333.306,196.1071,2473.8328,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2022,8117901.92,,2468.6124,245.2779,333.8452,,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2023,9124174.06,24347259.42,3327.6512,257.7912,212.6852,,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0034,Logistics Supplier 034,Logistics,2024,7148885.07,18559711.1,2270.0275,494.8927,482.9003,1239.3185,2020.0,2035.0,0.5058,0.1853,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0035,Electronics Supplier 035,Electronics,2015,15304734.93,25147788.31,15198.8368,3894.3274,3227.093,8361.8506,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2016,10955862.81,29489690.32,9151.6205,1830.116,1192.171,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2017,12673446.74,34608578.58,12065.7914,2418.4502,2564.2686,6937.0103,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2018,11540878.21,31755056.7,10444.0847,1181.216,,7674.0742,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2019,11844213.43,30054636.28,10299.4892,1801.8276,,6546.66,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2020,12712027.72,27801828.14,,,2456.9376,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2021,11197801.81,29732060.41,,2347.7803,1251.246,6324.5416,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2022,10841170.8,26289605.53,7075.8931,1221.4995,1030.7746,5500.1686,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2023,9279512.08,32683566.55,9282.8189,2360.9532,891.8836,6619.2586,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0035,Electronics Supplier 035,Electronics,2024,9349838.89,19154531.46,6953.4706,1693.7246,682.607,4916.7978,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0036,Metals Supplier 036,Metals,2015,15909953.82,142377566.09,,4915.1641,,13276.5968,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2016,15279641.6,,16504.409,2796.6036,2235.4024,,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2017,,118204248.08,,2075.4746,3115.1525,13236.7699,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2018,16654002.89,120840544.99,,,1913.6807,14759.5327,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2019,15057796.09,104770198.87,,4355.8709,,,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2020,14033076.92,141188057.3,15076.9426,2287.3828,1263.723,12472.9527,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2021,13100197.53,117448485.35,15245.7886,3996.7776,,8181.169,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2022,15209059.09,121914142.01,,,1764.7837,,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2023,14891498.14,131447351.18,17869.6743,3990.9505,1899.7761,12669.9558,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0036,Metals Supplier 036,Metals,2024,12457093.49,110411320.56,15692.3728,3296.4657,2402.7106,9642.7596,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008
SUP-0037,Agriculture Supplier 037,Agriculture,2015,19802103.3,60024623.31,11618.0159,944.5138,2315.0904,8430.0827,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2016,19373937.54,80674740.62,12573.5875,3070.5168,1223.5016,8294.6593,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2017,21506085.67,91385473.02,11487.6654,2055.9755,1879.5263,7632.316,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2018,24634459.94,107538168.22,17319.8058,2091.4924,,12291.0217,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2019,22653604.05,105138686.98,13104.249,3709.3156,1621.6694,9921.1495,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2020,29034166.84,106256058.51,17338.9013,,3017.3228,,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2021,33044133.87,116482130.01,17251.1428,,1338.9213,16006.4905,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2022,29911000.88,129386096.63,18505.8172,2491.3815,1229.3965,14789.2925,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2023,35635083.33,119313112.75,20784.6354,3210.2072,,14510.2432,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0037,Agriculture Supplier 037,Agriculture,2024,35588458.58,116985827.89,24172.2297,,3839.1525,15298.1023,2019.0,2035.0,0.5499,0.2996,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2015,,134824165.66,17361.6491,1836.9954,2616.5028,13698.2974,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2016,23587624.05,171181485.72,,,2461.7257,10982.0323,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2017,22591301.8,195404402.06,20158.6384,1867.8752,1911.8241,,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2018,31572779.89,206653698.29,,7565.1706,2062.6372,18299.3177,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2019,28086546.33,223342692.14,24285.7391,3669.2844,4206.2829,16334.695,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2020,37160467.7,242540912.09,33223.8893,3514.1294,2709.5489,24400.0122,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2021,41055587.57,280524420.58,34266.821,5399.264,5884.8594,23358.8525,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2022,36455885.25,,32388.2412,7911.567,3601.5847,20561.3363,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2023,48186775.31,241658348.33,42141.7894,8597.8697,5086.1745,,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0038,Agriculture Supplier 038,Agriculture,2024,44421179.83,343175981.25,29649.8869,7511.1592,,17952.3869,2020.0,2040.0,0.6816,0.3985,2018,,,529.8294,0.00091413,0.00096913
SUP-0039,Electronics Supplier 039,Electronics,2015,9625389.32,25219383.3,13252.7874,,,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2016,9378558.83,,14486.6638,3459.1847,1698.0213,8840.2186,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2017,10103351.1,27220780.3,,1151.9341,2601.3509,10804.8767,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2018,10182883.52,28678137.42,,1013.3501,1241.7032,10054.2686,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2019,9357333.62,34922702.38,11193.9952,,1582.8942,8462.4524,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2020,10775775.5,31964261.21,12691.1973,1277.8095,1564.8784,10458.1425,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2021,10053216.69,27164160.37,14943.144,3944.3924,2890.9095,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2022,,28231504.16,,1861.3826,,9776.1109,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2023,,30606174.76,17246.8663,3333.731,2871.472,10919.0332,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0039,Electronics Supplier 039,Electronics,2024,13478264.2,58884198.31,19219.8697,3401.2031,3857.2562,,,,,,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947
SUP-0040,Chemicals Supplier 040,Chemicals,2015,4805507.06,18193803.61,6155.3216,1346.7891,980.7633,3513.3064,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2016,3908971.7,,4109.3427,1066.4963,518.5119,2547.2899,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2017,4015146.38,17285276.95,,607.9607,,3177.9654,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2018,,20206876.46,6037.4011,663.015,1192.191,4269.625,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2019,5158460.18,22809125.52,,1181.618,,3542.1803,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2020,5562639.78,26507306.6,8129.9665,2164.9235,820.1182,4273.4189,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2021,,24616727.48,8922.8216,2543.2564,1829.1966,4862.3107,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2022,6740301.17,,8602.8203,2036.767,1201.9913,4957.9012,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2023,5834812.8,32352566.82,,1461.4114,1156.9442,4682.7999,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0040,Chemicals Supplier 040,Chemicals,2024,7566361.97,34740066.95,8045.683,825.9495,1269.5315,5474.4724,2021.0,2030.0,0.5251,0.198,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0041,Logistics Supplier 041,Logistics,2015,11007476.74,18617903.66,,,363.2926,3023.3506,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2016,11614883.43,18580037.58,3544.9527,452.4614,,2387.5714,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2017,11742316.17,20188590.37,3254.3429,489.026,451.233,2351.3287,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2018,11188552.65,17720960.0,3072.3269,800.5599,615.7388,1678.8134,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2019,,15990181.86,,523.9508,363.2154,,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2020,10221714.36,16886606.78,2216.2934,556.5204,440.7981,,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2021,11181524.58,15848765.82,3285.4403,,,,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2022,10644991.35,13542734.74,,556.1607,,1646.0119,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2023,11066549.16,20057847.38,2699.0743,233.7053,444.1573,2085.8163,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0041,Logistics Supplier 041,Logistics,2024,9757957.09,23127476.6,2816.2884,250.739,,1858.2658,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0042,Chemicals Supplier 042,Chemicals,2015,9812837.28,46714652.69,10496.8427,1432.3635,1929.6739,,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2016,9818197.73,48963588.51,8446.5216,1688.071,1620.4407,5995.7426,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2017,9016438.6,51682329.05,9698.3895,,,5462.9497,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2018,10300152.59,38785359.54,,1882.1846,817.9408,9014.0269,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2019,9444385.17,48174258.18,9069.3452,883.8723,519.2125,7296.9039,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2020,,36745723.4,7525.0034,979.4857,,4692.8995,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2021,9355808.31,49916783.29,,978.9519,1467.5397,4803.5132,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2022,9513189.89,,8479.3404,1234.3906,1587.9717,5832.1756,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2023,10168093.52,54534938.15,7958.8098,1604.6562,984.7532,4875.7139,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0042,Chemicals Supplier 042,Chemicals,2024,10979514.65,40348544.4,,,1844.0681,6628.6754,,,,,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124
SUP-0043,Logistics Supplier 043,Logistics,2015,944194.74,6711186.57,223.8906,45.3872,41.9623,,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0043,Logistics Supplier 043,Logistics,2016,1017773.92,6618429.49,,35.7938,37.3655,132.612,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0043,Logistics Supplier 043,Logistics,2017,1004677.24,6387980.25,137.7011,31.4779,19.7482,,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0043,Logistics Supplier 043,Logistics,2018,918751.67,7186217.23,158.9343,36.288,12.0185,,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0043,Logistics Supplier 043,Logistics,2019,1175094.85,9233268.95,191.9903,25.0381,20.5427,,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
SUP-0043,Logistics Supplier 043,Logistics,2020,1073098.1,9174248.74,163.3993,17.5134,25.4962,,2018.0,2035.0,0.543,0.1921,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787
