Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Baseline_Year,Target_Year,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Gross_Spend,Revenue,Total_Emission_Value,Emission_Source_Flag,Emissions_Data_Available_Flag,Data_Quality_Flag,Missing_Parameter_Flag,Validation_Flag,Forecast_Year,Forecast_Method_Flag,Baseline_Emission,Target_Emission,Forecast_Emission,Glide_Path_Emission,Absolute_Reduction,Emission_Intensity,Intensity_Reduction,Gap_to_Target,Annual_Reduction_Required,Carbon_Budget_Remaining,Cumulative_Emissions,Confidence_Score,Supplier_Risk_Category,Target_Achievement_Status
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-11667.0705,27500.3241,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-14305.9461,30139.1997,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-16944.8217,32778.0753,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-19583.6973,35416.9509,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-22222.5729,38055.8265,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-24861.4485,40694.7021,0.99,Low,On Track
SUP-0049,Logistics Supplier 049,Logistics,2024,2019,2030,1693.5044,390.5338,375.4377,937.9883,26134542.66,253220040.05,1693.5044,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,3454.0256,2638.8756,2638.8756,2638.8756,815.15,0.00010097,0.236,0.0,74.1045,-27500.3241,43333.5777,0.99,Low,On Track
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2025,Industry Haircut Pathway,15925.9302,10472.8917,13744.7148,13744.7148,2181.2154,0.0004562,0.13696,3271.8231,218.1215,153821.5524,13744.7148,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2026,Industry Haircut Pathway,15925.9302,10472.8917,13526.5933,13526.5933,2399.3369,0.00044896,0.150656,3053.7016,218.1215,140294.9591,27271.3081,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2027,Industry Haircut Pathway,15925.9302,10472.8917,13308.4717,13308.4717,2617.4585,0.00044172,0.164352,2835.58,218.1215,126986.4874,40579.7798,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2028,Industry Haircut Pathway,15925.9302,10472.8917,13090.3502,13090.3502,2835.58,0.00043448,0.178048,2617.4585,218.1215,113896.1372,53670.13,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2029,Industry Haircut Pathway,15925.9302,10472.8917,12872.2286,12872.2286,3053.7016,0.00042724,0.191744,2399.3369,218.1215,101023.9086,66542.3586,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2030,Industry Haircut Pathway,15925.9302,10472.8917,12654.1071,12654.1071,3271.8231,0.00042,0.20544,2181.2154,218.1215,88369.8015,79196.4657,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2031,Industry Haircut Pathway,15925.9302,10472.8917,12435.9856,12435.9856,3489.9446,0.00041276,0.219136,1963.0939,218.1215,75933.8159,91632.4513,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2032,Industry Haircut Pathway,15925.9302,10472.8917,12217.864,12217.864,3708.0662,0.00040552,0.232832,1744.9723,218.1215,63715.9519,103850.3153,0.95,High,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2033,Industry Haircut Pathway,15925.9302,10472.8917,11999.7425,11999.7425,3926.1877,0.00039828,0.246528,1526.8508,218.1215,51716.2094,115850.0578,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2034,Industry Haircut Pathway,15925.9302,10472.8917,11781.6209,11781.6209,4144.3093,0.00039104,0.260224,1308.7292,218.1215,39934.5885,127631.6787,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2035,Industry Haircut Pathway,15925.9302,10472.8917,11563.4994,11563.4994,4362.4308,0.0003838,0.27392,1090.6077,218.1215,28371.0891,139195.1781,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2036,Industry Haircut Pathway,15925.9302,10472.8917,11345.3779,11345.3779,4580.5523,0.00037656,0.287616,872.4862,218.1215,17025.7112,150540.556,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2037,Industry Haircut Pathway,15925.9302,10472.8917,11127.2563,11127.2563,4798.6739,0.00036932,0.301312,654.3646,218.1215,5898.4549,161667.8123,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2038,Industry Haircut Pathway,15925.9302,10472.8917,10909.1348,10909.1348,5016.7954,0.00036208,0.315008,436.2431,218.1215,-5010.6799,172576.9471,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2039,Industry Haircut Pathway,15925.9302,10472.8917,10691.0132,10691.0132,5234.917,0.00035484,0.328704,218.1215,218.1215,-15701.6931,183267.9603,0.95,Medium,On Track to Glide Path
SUP-0050,Electronics Supplier 050,Electronics,2024,2015,2040,26983.1476,5642.8221,3907.9537,16597.9242,30128796.93,167804865.66,26983.1476,Provided Total Emissions,True,High,None,Valid,2040,Industry Haircut Pathway,15925.9302,10472.8917,10472.8917,10472.8917,5453.0385,0.0003476,0.3424,0.0,218.1215,-26174.5848,193740.852,0.95,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,1552.8311,859.3367,1354.6899,1354.6899,198.1412,0.00020901,0.1276,495.3531,49.5353,8098.0138,1354.6899,0.99,Critical,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,1552.8311,859.3367,1305.1545,1305.1545,247.6766,0.00020136,0.1595,445.8178,49.5353,6792.8593,2659.8444,0.99,Critical,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,1552.8311,859.3367,1255.6192,1255.6192,297.2119,0.00019372,0.1914,396.2825,49.5353,5537.2401,3915.4636,0.99,Critical,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,1552.8311,859.3367,1206.0839,1206.0839,346.7472,0.00018608,0.2233,346.7472,49.5353,4331.1562,5121.5475,0.99,Critical,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2029,Supplier Target Pathway,1552.8311,859.3367,1156.5486,1156.5486,396.2825,0.00017844,0.2552,297.2119,49.5353,3174.6076,6278.0961,0.99,High,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2030,Supplier Target Pathway,1552.8311,859.3367,1107.0133,1107.0133,445.8178,0.00017079,0.2871,247.6766,49.5353,2067.5943,7385.1094,0.99,High,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2031,Supplier Target Pathway,1552.8311,859.3367,1057.478,1057.478,495.3531,0.00016315,0.319,198.1412,49.5353,1010.1163,8442.5874,0.99,High,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2032,Supplier Target Pathway,1552.8311,859.3367,1007.9427,1007.9427,544.8884,0.00015551,0.3509,148.6059,49.5353,2.1736,9450.5301,0.99,High,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2033,Supplier Target Pathway,1552.8311,859.3367,958.4074,958.4074,594.4237,0.00014787,0.3828,99.0706,49.5353,-956.2338,10408.9375,0.99,Medium,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,1552.8311,859.3367,908.872,908.872,643.9591,0.00014022,0.4147,49.5353,49.5353,-1865.1058,11317.8095,0.99,Medium,On Track to Glide Path
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-2724.4425,12177.1462,0.99,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-3583.7792,13036.4829,0.99,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-4443.1159,13895.8196,0.99,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-5302.4526,14755.1563,0.99,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-6161.7893,15614.493,0.99,Low,On Track
SUP-0051,Textiles Supplier 051,Textiles,2024,2021,2035,1500.1231,270.3479,170.1741,1090.4532,6481538.48,32335832.86,1500.1231,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,1552.8311,859.3367,859.3367,859.3367,693.4944,0.00013258,0.4466,0.0,49.5353,-7021.126,16473.8297,0.99,Low,On Track
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2025,Industry Haircut Pathway,1548.3883,1018.2201,1336.321,1336.321,212.0673,0.00049514,0.13696,318.1009,21.2067,14955.2006,1336.321,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2026,Industry Haircut Pathway,1548.3883,1018.2201,1315.1143,1315.1143,233.274,0.00048728,0.150656,296.8942,21.2067,13640.0863,2651.4353,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2027,Industry Haircut Pathway,1548.3883,1018.2201,1293.9076,1293.9076,254.4807,0.00047942,0.164352,275.6874,21.2067,12346.1787,3945.3429,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2028,Industry Haircut Pathway,1548.3883,1018.2201,1272.7009,1272.7009,275.6874,0.00047156,0.178048,254.4807,21.2067,11073.4778,5218.0438,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2029,Industry Haircut Pathway,1548.3883,1018.2201,1251.4941,1251.4941,296.8942,0.00046371,0.191744,233.274,21.2067,9821.9837,6469.5379,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2030,Industry Haircut Pathway,1548.3883,1018.2201,1230.2874,1230.2874,318.1009,0.00045585,0.20544,212.0673,21.2067,8591.6963,7699.8253,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2031,Industry Haircut Pathway,1548.3883,1018.2201,1209.0807,1209.0807,339.3076,0.00044799,0.219136,190.8605,21.2067,7382.6156,8908.906,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2032,Industry Haircut Pathway,1548.3883,1018.2201,1187.874,1187.874,360.5143,0.00044013,0.232832,169.6538,21.2067,6194.7416,10096.78,0.95,High,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2033,Industry Haircut Pathway,1548.3883,1018.2201,1166.6672,1166.6672,381.7211,0.00043228,0.246528,148.4471,21.2067,5028.0744,11263.4472,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2034,Industry Haircut Pathway,1548.3883,1018.2201,1145.4605,1145.4605,402.9278,0.00042442,0.260224,127.2404,21.2067,3882.6139,12408.9077,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2035,Industry Haircut Pathway,1548.3883,1018.2201,1124.2538,1124.2538,424.1345,0.00041656,0.27392,106.0336,21.2067,2758.3601,13533.1615,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2036,Industry Haircut Pathway,1548.3883,1018.2201,1103.0471,1103.0471,445.3412,0.0004087,0.287616,84.8269,21.2067,1655.313,14636.2086,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2037,Industry Haircut Pathway,1548.3883,1018.2201,1081.8403,1081.8403,466.548,0.00040085,0.301312,63.6202,21.2067,573.4727,15718.0489,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2038,Industry Haircut Pathway,1548.3883,1018.2201,1060.6336,1060.6336,487.7547,0.00039299,0.315008,42.4135,21.2067,-487.1609,16778.6825,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2039,Industry Haircut Pathway,1548.3883,1018.2201,1039.4269,1039.4269,508.9614,0.00038513,0.328704,21.2067,21.2067,-1526.5878,17818.1094,0.95,Medium,On Track to Glide Path
SUP-0052,Electronics Supplier 052,Electronics,2024,2015,2040,1342.4416,214.191,166.702,880.8258,2698892.0,16949044.66,1342.4416,Provided Total Emissions,True,High,None,Valid,2040,Industry Haircut Pathway,1548.3883,1018.2201,1018.2201,1018.2201,530.1682,0.00037727,0.3424,0.0,21.2067,-2544.8079,18836.3295,0.95,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,5361.5757,2228.807,3969.2341,3969.2341,1392.3416,0.00053141,0.259689,1740.427,348.0854,9403.6079,3969.2341,0.99,Critical,On Track to Glide Path
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,5361.5757,2228.807,3621.1487,3621.1487,1740.427,0.00048481,0.324611,1392.3416,348.0854,5782.4592,7590.3828,0.99,Critical,On Track to Glide Path
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,5361.5757,2228.807,3273.0632,3273.0632,2088.5125,0.00043821,0.389533,1044.2562,348.0854,2509.396,10863.446,0.99,Critical,On Track to Glide Path
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,5361.5757,2228.807,2924.9778,2924.9778,2436.5979,0.00039161,0.454456,696.1708,348.0854,-415.5818,13788.4238,0.99,High,On Track to Glide Path
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2029,Supplier Target Pathway,5361.5757,2228.807,2576.8924,2576.8924,2784.6833,0.000345,0.519378,348.0854,348.0854,-2992.4742,16365.3162,0.99,High,On Track to Glide Path
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2030,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-5221.2812,18594.1232,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2031,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-7450.0882,20822.9302,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2032,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-9678.8952,23051.7372,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2033,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-11907.7022,25280.5442,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2034,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-14136.5092,27509.3512,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2035,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-16365.3162,29738.1582,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2036,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-18594.1232,31966.9652,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2037,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-20822.9302,34195.7722,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2038,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-23051.7372,36424.5792,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2039,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-25280.5442,38653.3862,0.99,Low,On Track
SUP-0053,Electronics Supplier 053,Electronics,2024,2021,2030,4992.2479,685.8043,584.2321,3799.3045,7469190.27,35983983.63,4992.2479,Provided Total Emissions,True,High,None,Valid,2040,Supplier Target Pathway,5361.5757,2228.807,2228.807,2228.807,3132.7687,0.0002984,0.5843,0.0,348.0854,-27509.3512,40882.1932,0.99,Low,On Track
SUP-0054,Chemicals Supplier 054,Chemicals,2024,2019,2035,32020.9372,4886.915,2610.0762,24805.526,37566679.46,162599786.13,32020.9372,Provided Total Emissions,True,High,None,Valid,2025,Supplier Target Pathway,27514.2942,18907.823,24286.8675,24286.8675,3227.4267,0.0006465,0.1173,5379.0445,537.9045,183699.1855,24286.8675,0.99,High,On Track to Glide Path
SUP-0054,Chemicals Supplier 054,Chemicals,2024,2019,2035,32020.9372,4886.915,2610.0762,24805.526,37566679.46,162599786.13,32020.9372,Provided Total Emissions,True,High,None,Valid,2026,Supplier Target Pathway,27514.2942,18907.823,23748.963,23748.963,3765.3312,0.00063218,0.13685,4841.1401,537.9045,159950.2225,48035.8305,0.99,High,On Track to Glide Path
SUP-0054,Chemicals Supplier 054,Chemicals,2024,2019,2035,32020.9372,4886.915,2610.0762,24805.526,37566679.46,162599786.13,32020.9372,Provided Total Emissions,True,High,None,Valid,2027,Supplier Target Pathway,27514.2942,18907.823,23211.0586,23211.0586,4303.2356,0.00061786,0.1564,4303.2356,537.9045,136739.1639,71246.8891,0.99,High,On Track to Glide Path
SUP-0054,Chemicals Supplier 054,Chemicals,2024,2019,2035,32020.9372,4886.915,2610.0762,24805.526,37566679.46,162599786.13,32020.9372,Provided Total Emissions,True,High,None,Valid,2028,Supplier Target Pathway,27514.2942,18907.823,22673.1541,22673.1541,4841.1401,0.00060354,0.17595,3765.3312,537.9045,114066.0098,93920.0432,0.99,High,On Track to Glide Path
