Supplier_ID,Supplier_Name,Supplier_Industry,Supplier_Year,Gross_Spend,Revenue,Reported_Emissions,Scope1_Emission,Scope2_Emission,Scope3_Emission,Baseline_Year,Target_Year,Target_Reduction_Percentage,Interim_Target_Reduction_Percentage,Industry_Baseline_Year,Industry_Target_Year,Industry_Reduction_Percentage,Industry_Emission_Factor,Spend_Based_Emission_Factor,Revenue_Based_Emission_Intensity,Total_Emission_Value,Emission_Source_Flag,Emissions_Data_Available_Flag,Spend_Based_Emission,Revenue_Based_Emission,Spend_Based_vs_Actual,Revenue_Based_vs_Actual,Spend_Based_Variance_Percentage,Revenue_Based_Variance_Percentage,Data_Quality_Flag,Missing_Parameter_Flag,Base_Confidence_Score,Validation_Flag
SUP-0054,Chemicals Supplier 054,Chemicals,2024,37566679.46,162599786.13,32020.9372,4886.915,2610.0762,24805.526,2019.0,2035.0,0.3128,0.1632,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,32020.9372,Provided Total Emissions,True,37622.6538,76623.5232,5601.7166,44602.586,0.174939,1.392919,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2015,15360702.47,108791726.24,14182.9707,1769.8946,2275.3892,9770.1364,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,14182.9707,Provided Total Emissions,True,15383.5899,51267.0131,1200.6192,37084.0424,0.084652,2.614688,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2016,13280878.75,97986719.2,11846.4904,1354.8191,2261.7928,7759.0693,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,11846.4904,Provided Total Emissions,True,13300.6673,46175.2616,1454.1769,34328.7712,0.122752,2.897801,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2017,13128177.49,93558931.69,8274.934,1428.4879,1205.4439,6432.1961,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,8274.934,Provided Total Emissions,True,13147.7385,44088.711,4872.8045,35813.777,0.588863,4.327983,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2018,17194683.68,95727572.56,15015.5622,2001.6273,2504.7764,9144.1849,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,15015.5622,Provided Total Emissions,True,17220.3038,45110.6613,2204.7416,30095.0991,0.14683,2.004261,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2019,12440155.6,101218713.03,9048.2636,1487.0432,1409.4911,5518.1337,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,9048.2636,Provided Total Emissions,True,12458.6914,47698.3063,3410.4278,38650.0427,0.376915,4.271543,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2020,13026519.25,84142939.36,8036.8609,1914.4284,1152.5193,5489.3715,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,8036.8609,Provided Total Emissions,True,13045.9288,39651.5187,5009.0679,31614.6578,0.623262,3.933707,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2021,12395562.21,100833608.13,13462.2976,3373.8244,1525.4619,8125.8447,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,13462.2976,Provided Total Emissions,True,12414.0316,47516.8295,-1048.266,34054.5319,-0.077867,2.529623,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2022,14092637.24,111802323.98,14378.7182,3269.4798,2010.0322,8831.3563,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,14378.7182,Provided Total Emissions,True,14113.6353,52685.7272,-265.0829,38307.009,-0.018436,2.664146,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2023,12889454.92,98197472.98,14313.6755,1937.1632,2382.7458,10405.0512,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,14313.6755,Provided Total Emissions,True,12908.6602,46274.5772,-1405.0153,31960.9017,-0.098159,2.232893,High,None,0.95,Valid
SUP-0055,Chemicals Supplier 055,Chemicals,2024,11454992.68,75753628.87,7352.1791,2076.3008,855.4068,4718.631,2020.0,2040.0,0.6136,0.3724,2019,2035.0,0.5229,506.3191,0.00100149,0.00047124,7352.1791,Provided Total Emissions,True,11472.0606,35698.1401,4119.8815,28345.961,0.560362,3.85545,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2015,24788265.03,35805000.61,30211.8386,5000.7136,5424.0247,18888.0274,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,30211.8386,Provided Total Emissions,True,24960.5435,23276.1148,-5251.2951,-6935.7238,-0.173816,-0.22957,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2016,26746635.82,34642005.13,32234.0325,9078.0158,3547.9618,19679.7307,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,32234.0325,Provided Total Emissions,True,26932.5249,22520.0747,-5301.5076,-9713.9578,-0.164469,-0.301357,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2017,23410348.03,37434903.09,29160.2751,3270.027,2318.7428,22906.0813,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,29160.2751,Provided Total Emissions,True,23573.0499,24335.6818,-5587.2252,-4824.5933,-0.191604,-0.165451,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2018,27898567.03,38288053.7,29861.1749,7020.0444,1747.5098,19182.1247,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,29861.1749,Provided Total Emissions,True,28092.4621,24890.2979,-1768.7128,-4970.877,-0.059231,-0.166466,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2019,24172786.93,44504176.75,23989.0765,3829.1191,4764.2654,16584.1913,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,23989.0765,Provided Total Emissions,True,24340.7878,28931.2752,351.7113,4942.1987,0.014661,0.206019,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2020,25660326.0,43987409.06,26368.1929,5567.7745,3718.4461,15983.7034,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,26368.1929,Provided Total Emissions,True,25838.6653,28595.3349,-529.5276,2227.142,-0.020082,0.084463,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2021,29078595.26,39281156.45,22025.9685,4832.9731,2989.0134,15477.7787,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,22025.9685,Provided Total Emissions,True,29280.6915,25535.8942,7254.723,3509.9257,0.329371,0.159354,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2022,34183007.73,42143005.81,35216.3145,4727.8462,1965.5305,28685.2208,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,35216.3145,Provided Total Emissions,True,34420.5796,27396.3252,-795.7349,-7819.9893,-0.022596,-0.222056,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2023,34503702.37,54819733.04,32421.3742,4294.5674,2382.2716,26487.9908,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,32421.3742,Provided Total Emissions,True,34743.5031,35637.2121,2322.1289,3215.8379,0.071623,0.099189,High,None,0.95,Valid
SUP-0056,Metals Supplier 056,Metals,2024,35680319.64,60380635.83,30237.7557,3770.1001,2423.3846,24044.0953,,,,,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,30237.7557,Provided Total Emissions,True,35928.2979,39252.2437,5690.5422,9014.488,0.188193,0.29812,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2015,2997470.91,22353512.63,541.5365,42.2745,67.6764,408.7327,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,541.5365,Provided Total Emissions,True,669.9048,10682.0731,128.3683,10140.5366,0.237045,18.72549,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2016,3211728.68,23528609.95,593.454,146.5503,86.0079,357.2743,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,593.454,Provided Total Emissions,True,717.7892,11243.6168,124.3352,10650.1628,0.209511,17.946063,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2017,3098948.54,25255670.02,412.4154,50.4203,44.5818,313.2603,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,412.4154,Provided Total Emissions,True,692.584,12068.927,280.1686,11656.5116,0.679336,28.264007,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2018,2933450.7,23712140.26,500.5962,110.2448,74.3186,323.9925,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,500.5962,Provided Total Emissions,True,655.5969,11331.3205,155.0007,10830.7243,0.309632,21.63565,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2019,3051566.85,24305708.8,460.5049,45.2501,84.9969,298.6384,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,460.5049,Provided Total Emissions,True,681.9947,11614.9691,221.4898,11154.4642,0.480972,24.222249,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2020,3592089.14,37187696.98,529.3278,93.2388,67.7513,351.7008,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,529.3278,Provided Total Emissions,True,802.796,17770.8848,273.4682,17241.557,0.516633,32.572551,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2021,3101178.76,25943379.39,390.4988,74.2925,72.325,238.8076,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,390.4988,Provided Total Emissions,True,693.0824,12397.5627,302.5836,12007.0639,0.774864,30.748017,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2022,3546741.66,34477288.06,417.8545,122.4763,89.0233,263.5854,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,417.8545,Provided Total Emissions,True,792.6613,16475.6616,374.8068,16057.8071,0.896979,38.429183,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2023,3326851.29,29992908.17,451.5633,121.7339,35.154,292.7448,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,451.5633,Provided Total Emissions,True,743.518,14332.711,291.9547,13881.1477,0.646542,30.740203,High,None,0.95,Valid
SUP-0057,Logistics Supplier 057,Logistics,2024,3657289.52,23873981.07,437.5221,64.6681,76.8837,290.0746,,,,,2019,2040.0,0.4616,591.6386,0.00022349,0.00047787,437.5221,Provided Total Emissions,True,817.3676,11408.6593,379.8455,10971.1372,0.868175,25.075618,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2015,16474869.01,65189479.61,4613.9565,562.113,802.9226,2966.5916,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4613.9565,Provided Total Emissions,True,4814.1215,11305.8114,200.165,6691.8549,0.043383,1.450351,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2016,17420555.13,61884668.69,4527.4219,954.0147,899.9687,2733.4549,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4527.4219,Provided Total Emissions,True,5090.4604,10732.6581,563.0385,6205.2362,0.124362,1.370589,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2017,16933943.09,57140321.55,3703.3739,680.4303,497.2945,2571.5972,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,3703.3739,Provided Total Emissions,True,4948.2675,9909.846,1244.8936,6206.4721,0.336151,1.675897,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2018,17536454.07,71574758.7,4223.3779,1170.0877,559.1584,2767.4018,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4223.3779,Provided Total Emissions,True,5124.3272,12413.2104,900.9493,8189.8325,0.213324,1.939166,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2019,16366814.83,68765198.1,3893.3564,656.8179,737.3503,2414.1075,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,3893.3564,Provided Total Emissions,True,4782.547,11925.9483,889.1906,8032.5919,0.228387,2.063154,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2020,16741812.95,65155923.38,4965.281,853.3374,542.2898,3232.9126,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4965.281,Provided Total Emissions,True,4892.1252,11299.9918,-73.1558,6334.7108,-0.014733,1.275801,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2021,17313678.27,79916480.05,4840.822,1078.74,941.758,2998.2166,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4840.822,Provided Total Emissions,True,5059.2299,13859.9151,218.4079,9019.0931,0.045118,1.863133,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2022,18180022.49,73966099.68,4261.6691,803.3409,357.4462,2950.8191,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4261.6691,Provided Total Emissions,True,5312.3844,12827.9407,1050.7153,8566.2716,0.24655,2.010074,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2023,17281848.36,78060951.28,4512.1757,756.5142,845.4549,2905.7896,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4512.1757,Provided Total Emissions,True,5049.9289,13538.1108,537.7532,9025.9351,0.119178,2.000351,High,None,0.95,Valid
SUP-0058,Textiles Supplier 058,Textiles,2024,16879873.73,81156267.66,3660.5011,371.5177,754.6674,2368.2513,,,,,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,3660.5011,Provided Total Emissions,True,4932.4679,14074.9315,1271.9668,10414.4304,0.347484,2.845083,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2015,17243248.44,52563313.73,9936.6798,2797.7922,1311.0987,6178.2072,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,9936.6798,Provided Total Emissions,True,15762.5707,50940.6842,5825.8909,41004.0044,0.586302,4.12653,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2016,16118597.8,68317461.26,8128.1427,1117.5487,1171.3605,5369.1019,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,8128.1427,Provided Total Emissions,True,14734.4938,66208.5012,6606.3511,58080.3585,0.812775,7.145588,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2017,14598164.71,73607671.41,8484.9743,874.3722,871.5406,6430.4277,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,8484.9743,Provided Total Emissions,True,13344.6203,71335.4026,4859.646,62850.4283,0.572736,7.407262,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2018,18461714.45,78254275.88,11365.1772,2015.5173,1260.1611,7563.555,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,11365.1772,Provided Total Emissions,True,16876.407,75838.5664,5511.2298,64473.3892,0.484922,5.672889,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2019,21800747.38,80189709.92,14761.5143,1719.0952,1929.6916,10477.4695,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,14761.5143,Provided Total Emissions,True,19928.7172,77714.2536,5167.2029,62952.7393,0.350046,4.264653,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2020,19882235.56,118084380.57,9330.4808,2467.3668,2007.1848,4576.8829,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,9330.4808,Provided Total Emissions,True,18174.948,114439.1157,8844.4672,105108.6349,0.947911,11.265082,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2021,24034395.23,123943987.5,9370.1815,1153.2722,798.3201,8593.4515,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,9370.1815,Provided Total Emissions,True,21970.5617,120117.8366,12600.3802,110747.6551,1.344732,11.819158,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2022,23482265.59,131422589.99,9189.0458,1770.4275,1881.2297,5958.9258,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,9189.0458,Provided Total Emissions,True,21465.8434,127365.5746,12276.7976,118176.5288,1.336025,12.860588,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2023,28403622.92,101005085.27,16243.0987,3696.1957,3223.779,8911.0366,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,16243.0987,Provided Total Emissions,True,25964.6038,97887.0583,9721.5051,81643.9596,0.598501,5.026378,High,None,0.95,Valid
SUP-0059,Agriculture Supplier 059,Agriculture,2024,26467142.02,151629388.58,11355.498,1747.988,1053.9191,9018.0995,2021.0,2030.0,0.495,0.1874,2018,,,529.8294,0.00091413,0.00096913,11355.498,Provided Total Emissions,True,24194.4085,146948.5894,12838.9105,135593.0914,1.130634,11.940744,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2015,5976625.36,35243416.16,6998.4025,898.4818,1230.3199,5141.5413,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,6998.4025,Provided Total Emissions,True,5146.1733,4915.3993,-1852.2292,-2083.0032,-0.264665,-0.29764,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2016,5875144.8,43941662.48,4702.4681,1331.7365,791.977,2889.5614,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,4702.4681,Provided Total Emissions,True,5058.7934,6128.5437,356.3253,1426.0756,0.075774,0.303261,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2017,6628187.08,39488351.38,4745.084,1202.0647,560.0262,2873.0492,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,4745.084,Provided Total Emissions,True,5707.2005,5507.4404,962.1165,762.3564,0.202761,0.160662,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2018,7231734.64,51270570.88,5975.4594,1473.7985,697.5704,4010.3544,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,5975.4594,Provided Total Emissions,True,6226.8851,7150.7065,251.4257,1175.2471,0.042076,0.196679,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2019,7986916.19,47020601.36,7594.2622,2050.5894,1642.7119,3824.8128,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,7594.2622,Provided Total Emissions,True,6877.1342,6557.9633,-717.128,-1036.2989,-0.09443,-0.136458,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2020,8144656.1,45817817.74,6767.4202,641.1863,623.8468,4759.3367,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,6767.4202,Provided Total Emissions,True,7012.9561,6390.211,245.5359,-377.2092,0.036282,-0.055739,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2021,8598599.54,65849397.17,5345.7411,1130.0475,1045.6309,2942.0532,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,5345.7411,Provided Total Emissions,True,7403.8241,9184.0154,2058.083,3838.2743,0.384995,0.718006,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2022,9149444.14,48962110.53,7472.0152,685.2096,1652.695,4881.3305,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,7472.0152,Provided Total Emissions,True,7878.1289,6828.7456,406.1137,-643.2696,0.054351,-0.086091,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2023,9096501.38,62588313.04,6459.7329,1861.2513,1452.9343,3455.3932,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,6459.7329,Provided Total Emissions,True,7832.5425,8729.192,1372.8096,2269.4591,0.212518,0.351324,High,None,0.95,Valid
SUP-0060,Electronics Supplier 060,Electronics,2024,9511980.97,51494851.6,6336.7308,738.3951,476.1886,4578.248,2020.0,2040.0,0.5996,0.2984,2018,2040.0,0.3424,635.1588,0.00086105,0.00013947,6336.7308,Provided Total Emissions,True,8190.2912,7181.987,1853.5604,845.2562,0.292511,0.13339,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2015,19631554.42,184557329.93,22191.9842,3324.6634,3138.0721,16776.7278,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,22191.9842,Provided Total Emissions,True,19767.9937,119977.029,-2423.9905,97785.0448,-0.109228,4.406323,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2016,22054270.12,166783171.77,20794.5035,2233.0515,3185.3185,15509.376,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,20794.5035,Provided Total Emissions,True,22207.5473,108422.4043,1413.0438,87627.9008,0.067953,4.213993,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2017,21849501.45,175811455.81,22937.6725,6332.3641,2924.4701,13411.2722,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,22937.6725,Provided Total Emissions,True,22001.3555,114291.5112,-936.317,91353.8387,-0.04082,3.982699,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2018,19974552.28,132580290.24,20080.9039,2189.483,4347.2137,14648.3367,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,20080.9039,Provided Total Emissions,True,20113.3754,86187.7951,32.4715,66106.8912,0.001617,3.292028,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2019,21728925.48,204713264.77,27957.7961,3490.8738,3020.0931,21219.2632,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,27957.7961,Provided Total Emissions,True,21879.9415,133079.9992,-6077.8546,105122.2031,-0.217394,3.760032,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2020,20928490.99,138479146.1,28062.847,3884.9679,1826.7546,23360.7279,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,28062.847,Provided Total Emissions,True,21073.944,90022.5233,-6988.903,61959.6763,-0.249045,2.20789,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2021,20071209.65,164395558.05,19751.5152,3017.466,1773.5588,15436.2253,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,19751.5152,Provided Total Emissions,True,20210.7046,106870.2644,459.1894,87118.7492,0.023248,4.410738,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2022,20903275.47,152471948.47,24833.4603,2932.8242,3799.5386,16934.5926,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,24833.4603,Provided Total Emissions,True,21048.5532,99118.9643,-3784.9071,74285.504,-0.152412,2.991347,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2023,23429532.43,197726137.49,34242.1452,8870.6243,3751.0999,22222.7393,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,34242.1452,Provided Total Emissions,True,23592.3677,128537.8075,-10649.7775,94295.6623,-0.311014,2.75379,High,None,0.95,Valid
SUP-0061,Metals Supplier 061,Metals,2024,19755026.2,178370687.43,18509.7967,3942.7155,1552.3745,12231.1446,2018.0,2040.0,0.342,0.2056,2019,2030.0,0.3852,158.2904,0.00100695,0.00065008,18509.7967,Provided Total Emissions,True,19892.3236,115955.2165,1382.5269,97445.4198,0.074692,5.264532,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2015,20829781.08,149410881.29,4254.5212,902.0312,785.0882,2805.1871,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,4254.5212,Provided Total Emissions,True,6086.6703,25912.3291,1832.1491,21657.8079,0.430636,5.090539,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2016,20423758.06,123172378.22,5624.9091,1303.4156,1118.1675,3011.446,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,5624.9091,Provided Total Emissions,True,5968.0263,21361.7856,343.1172,15736.8765,0.061,2.797712,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2017,24098203.37,157397874.21,6551.9981,1429.3018,808.4918,4370.451,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,6551.9981,Provided Total Emissions,True,7041.736,27297.5133,489.7379,20745.5152,0.074746,3.166288,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2018,25089989.92,141118114.05,6379.3652,979.7216,460.2397,4863.7932,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,6379.3652,Provided Total Emissions,True,7331.546,24474.1145,952.1808,18094.7493,0.149259,2.83645,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2019,26235024.02,166971699.53,5856.1944,972.9812,1049.3187,3554.5322,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,5856.1944,Provided Total Emissions,True,7666.1364,28957.9018,1809.942,23101.7074,0.309065,3.944833,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2020,30522730.8,172035790.4,8548.8875,1599.8318,1011.4263,5372.438,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,8548.8875,Provided Total Emissions,True,8919.0472,29836.1671,370.1597,21287.2796,0.043299,2.490064,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2021,29539716.69,184908193.14,5657.4449,1357.8855,368.7106,3724.5978,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,5657.4449,Provided Total Emissions,True,8631.8006,32068.6279,2974.3557,26411.183,0.525742,4.668394,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2022,37646293.41,151573680.16,8453.6973,1686.8764,624.7733,5705.1672,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,8453.6973,Provided Total Emissions,True,11000.6234,26287.4234,2546.9261,17833.7261,0.30128,2.109577,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2023,39819787.72,255829469.46,6023.5193,1301.972,1147.5191,3922.4465,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,6023.5193,Provided Total Emissions,True,11635.7402,44368.5049,5612.2209,38344.9856,0.931718,6.365877,High,None,0.95,Valid
SUP-0062,Textiles Supplier 062,Textiles,2024,35793021.81,296991410.25,7479.6472,1243.5064,1589.1811,4415.6005,2018.0,2030.0,0.5281,0.1906,2019,2030.0,0.3171,401.7335,0.00029221,0.00017343,7479.6472,Provided Total Emissions,True,10459.0789,51507.2203,2979.4317,44027.5731,0.398339,5.886317,High,None,0.95,Valid
